id,keywords,adult,original_language,popularity,revenue,vote_average,vote_count,castNum,genreNum,titleNum,title
125762,0.0,0,17,0.050217000000000005,0.0,0.0,0.0,128840,0,1448,shattered image
20701,4.139758387108548,0,17,5.732016000000001,16324573.0,5.8,92.0,9466931,2809,3089,tales from the darkside: the movie
9945,4.043561947522015,0,17,13.318722,0.0,5.8,262.0,1703823,3291,840,vampires
73,4.266858991284863,0,17,18.157166,23875127.0,8.2,3120.0,29945550,485,1707,american history x
18603,2.610776879439359,0,17,0.495079,0.0,8.7,6.0,0,1163,3296,hands on a hard body: the documentary
46889,2.392613168569657,0,17,1.575026,12902790.0,5.4,12.0,172598,1803,1398,living out loud
12888,0.0,0,17,3.4365349999999997,0.0,6.1,42.0,1856764,981,505,belly
3033,3.0803435609967287,0,17,6.7880210000000005,6451628.0,6.8,82.0,249997,485,1628,gods and monsters
9882,2.419861140474434,0,17,9.019114,116672912.0,6.1,361.0,2080410,2425,815,the siege
10663,3.6522670718045487,0,17,9.461822999999999,185991646.0,5.9,521.0,840251,609,1167,the waterboy
4518,2.4245300133998153,0,17,7.566321,82150642.0,7.2,346.0,1347316,1239,921,elizabeth
1808,4.663581963990606,0,17,16.5293,1053788.0,6.9,119.0,6645869,998,1478,velvet goldmine
3600,4.046247792260029,0,17,11.023042,40002112.0,5.1,381.0,293609,2239,3264,i still know what you did last summer
17037,1.9374791820992785,0,17,3.366048,0.0,5.2,65.0,287715,1219,2286,i'll be home for christmas
297,3.6834874133908064,0,17,14.026744,142940100.0,6.9,1174.0,1592386,1976,1223,meet joe black
5332,1.9530198796212175,0,17,1.157399,0.0,6.0,10.0,410592,485,1789,dancing at lughnasa
21589,1.9057837076375719,0,17,0.88051,0.0,6.4,8.0,70564,1607,1242,hard core logo
8336,2.9467539041833652,0,17,0.9425620000000001,0.0,6.0,3.0,82781,1447,1121,the naked man
11893,2.3786308835162817,0,17,15.236541,7936012.0,7.0,129.0,3557137,1444,1286,runaway train
123056,0.0,0,17,1.229428,0.0,4.9,8.0,104960,1095,1153,desert bloom
12223,2.179993952074728,0,17,3.94547,0.0,6.7,79.0,1807814,2847,1719,the stepford wives
32081,1.6226981496496482,0,17,4.652503,0.0,6.4,40.0,913147,2196,2667,the pope of greenwich village
14924,2.189080685803506,0,17,5.681582,2826523.0,7.0,106.0,4006929,1707,896,sid & nancy
10002,2.4118359409569923,0,17,3.095584,5794184.0,6.7,62.0,9212861,1690,821,mona lisa
41817,0.0,0,17,5.531486,4100000.0,5.1,25.0,318407,2781,1468,heart condition
19426,3.9056727682586208,0,34,6.587353,752045.0,7.9,122.0,11502459,485,1582,nights of cabiria
12560,2.9347993590986166,0,17,11.620391999999999,0.0,6.8,124.0,867905,1094,1120,the big chill
9798,5.583521159135118,0,17,12.978750999999999,250649836.0,6.7,1266.0,15898786,1929,1654,enemy of the state
14444,3.123044531805658,0,17,5.1543730000000005,100491683.0,5.8,149.0,1595530,1538,1610,the rugrats movie
9487,3.083063776556889,0,17,16.869208999999998,363258859.0,6.8,2379.0,1712938,3089,954,a bug's life
9466,2.3039687192907072,0,17,5.704352,0.0,6.0,113.0,2522490,1094,932,celebrity
666,3.830770168226003,0,62,4.919716,5596708.0,7.6,132.0,9565568,485,1484,central station
2042,2.599574480467675,0,17,3.699017,0.0,7.1,29.0,176069,1537,629,savior
10162,2.8680835375897002,0,17,4.502687,0.0,7.4,58.0,73221937,1318,921,waking ned
309,4.437836143705287,0,14,6.064954,0.0,7.7,213.0,92710,485,1450,the celebration
692,4.855385776895667,0,17,5.738871,6000000.0,6.2,111.0,1570109,1741,1363,pink flamingos
24018,2.108287184928522,0,17,1.7508150000000002,0.0,4.6,32.0,377727,1094,1267,glen or glenda
1678,3.037324582814999,0,36,13.153272,0.0,6.9,194.0,21836216,2920,823,godzilla
39256,3.649451939580668,0,36,2.894009,4100000.0,6.7,34.0,8381037,4011,1070,godzilla 1985
1680,4.062964081844214,0,36,2.894775,0.0,6.0,48.0,18477442,2994,1990,king kong vs. godzilla
244,5.129846303384914,0,17,8.73274,10000000.0,7.7,346.0,4627459,2669,825,king kong
10730,2.9037419425894493,0,17,5.810716,90614445.0,5.9,179.0,22571077,1427,825,king kong
31947,1.9904179421676098,0,17,2.663294,4711220.0,4.6,29.0,5777084,1242,1372,king kong lives
8130,2.7021966526465198,0,17,8.679349,27400000.0,6.0,99.0,1440214,609,2451,desperately seeking susan
11532,3.6087101444919845,0,17,19.520733,24467000.0,7.0,64.0,22970608,2033,1679,the emerald forest
9749,3.2488080113189723,0,17,6.0404860000000005,59612888.0,6.8,210.0,638218,1870,599,fletch
14628,1.6974434484586296,0,17,10.357224,35150960.0,5.8,98.0,639762,1870,1146,fletch lives
9626,2.870939190842207,0,17,10.014248,6948633.0,5.0,211.0,4595580,2274,823,red sonja
13698,3.100204515596221,0,17,6.853782000000001,36611610.0,6.2,47.0,1274441,1094,617,gung ho
10466,2.5891022511303023,0,17,7.054864,54999651.0,6.2,288.0,4505873,1318,1175,the money pit
707,5.537795957306615,0,17,12.840798,152427960.0,6.0,515.0,33694560,2386,1325,a view to a kill
11954,2.598172451279973,0,17,13.561368,0.0,6.2,136.0,3058254,3646,912,lifeforce
9336,2.1924970797132173,0,17,8.354488,146198896.0,6.5,614.0,2914116,1105,1329,police academy
10157,2.9251668852020014,0,17,9.021668,55600000.0,5.6,349.0,3643026,1105,3642,police academy 2: their first assignment
12118,1.4033345696172104,0,17,7.10005,43579163.0,5.5,259.0,922398,1105,2978,police academy 3: back in training
10587,2.4161800822523434,0,17,5.952392,28061343.0,4.9,261.0,4130719,1105,3255,police academy 4: citizens on patrol
11825,2.7782733930224395,0,17,10.278957,19510371.0,4.7,195.0,3351192,1105,3577,police academy 5: assignment miami beach
11895,2.798396954666259,0,17,5.612379,11567217.0,4.7,183.0,690304,1105,2981,police academy 6: city under siege
9447,3.0152516019962263,0,17,6.229629,69131860.0,5.3,312.0,2159527,3372,1782,babe: pig in the city
12257,3.262579020234028,0,17,2.3128439999999997,10443316.0,4.8,32.0,184721,1803,931,home fries
37536,1.4026013764939846,0,17,0.556435,9247881.0,3.8,13.0,2189491,609,1053,ringmaster
10029,4.25235709730583,0,17,10.432293,9898412.0,6.2,182.0,1322171,1943,1371,very bad things
27104,3.1509392717759326,0,34,1.74817,0.0,6.4,24.0,1366307,485,2079,steam: the turkish bath
11252,1.7234125524629436,0,17,6.715897999999999,37141130.0,4.8,233.0,43638,2239,631,psycho
8545,3.1797737795834164,0,17,7.214017,0.0,6.6,62.0,7973202,1094,1157,little voice
10223,3.0415574105509346,0,17,5.765416,0.0,6.9,191.0,1633126,1819,1143,a simple plan
9745,2.392319149071694,0,17,7.372419,0.0,5.5,254.0,3400734,2430,936,jack frost
200,2.6123862140864498,0,17,9.538877000000001,118000000.0,6.3,402.0,1382095,3832,2224,star trek: insurrection
9837,3.1199075801965286,0,17,11.898185,218613188.0,6.9,847.0,4751645,3478,1729,the prince of egypt
11545,2.5783247366395776,0,17,5.997054,17096053.0,7.5,688.0,712153,1094,854,rushmore
1934,3.6150662477944895,0,17,13.813154999999998,289317794.0,6.8,831.0,145478,1463,1818,shakespeare in love
110643,2.610766146361123,0,17,0.582317,0.0,7.5,3.0,32407,485,1032,mass appeal
11881,3.6814881782006905,0,17,5.114032,0.0,7.4,139.0,12991071,1095,1973,miracle on 34th street
13764,1.4140622342551974,0,17,11.690532000000001,23717291.0,6.1,58.0,6047410,4333,1963,santa claus: the movie
24951,2.1975489385536227,0,24,1.9123240000000001,0.0,5.7,17.0,8555265,1821,716,prancer
8879,3.6235451168129007,0,17,9.385078,41410568.0,7.0,255.0,18803556,1453,921,pale rider
1369,3.9675239910258497,0,17,11.924462,300400432.0,6.3,884.0,4240590,2684,2253,rambo: first blood part ii
1368,5.167029600885655,0,17,14.778884,125212904.0,7.2,1523.0,5396216,2684,1049,first blood
1370,4.367164235579049,0,17,11.624866,189015611.0,5.7,703.0,1615529,2684,749,rambo iii
10303,4.155920574301749,0,17,10.571841000000001,96773200.0,6.0,289.0,10654343,2866,1847,the jewel of the nile
9326,5.04125530499697,0,17,6.827192999999999,86572238.0,6.6,477.0,10849351,2866,1833,romancing the stone
10328,5.217434983460876,0,17,5.773276999999999,85313124.0,6.5,329.0,19861638,2540,610,cocoon
11285,4.313902703698165,0,17,12.167264999999999,25024919.0,5.4,103.0,289976,2540,1661,cocoon: the return
1367,4.4676672731437,0,17,11.789813,200182160.0,6.9,948.0,167525,485,699,rocky ii
1371,4.260928306541289,0,17,11.673366,270000000.0,6.6,894.0,197879,485,772,rocky iii
1374,4.677564114427641,0,17,10.25721,300473716.0,6.6,984.0,8631756,485,712,rocky iv
1375,5.127783865967345,0,17,14.007329,119946358.0,5.3,688.0,1570969,485,639,rocky v
15196,2.5231594951735286,0,17,7.720008999999999,14643997.0,7.1,377.0,5090589,2708,394,clue
11904,3.1162645986531503,0,17,5.2034519999999995,0.0,6.7,172.0,1272361,4742,2038,young sherlock holmes
215875,0.0,0,17,0.8968780000000001,0.0,2.5,2.0,27394,0,1479,violets are blue
15596,3.4157327427620117,0,17,6.669878999999999,91258000.0,6.4,113.0,1698390,609,1277,back to school
13818,2.212660183242895,0,17,16.071191,0.0,5.9,48.0,299041,1803,940,heartburn
29968,1.9689319266777847,0,17,8.750517,0.0,6.1,30.0,202974,1803,1624,nothing in common
44326,3.5547820988624923,0,17,10.273978999999999,13418091.0,6.0,13.0,5551624,1323,1172,extremities
1885,2.5970449646322002,0,17,7.644989999999999,90815558.0,6.9,913.0,426169,485,1234,the karate kid
8856,2.581714242535127,0,17,9.231318,115103979.0,5.9,457.0,452152,3352,1895,"the karate kid, part ii"
10495,3.2836258761735255,0,17,6.441664,38956288.0,5.5,311.0,5684212,1552,1968,"the karate kid, part iii"
5825,2.6447925143761557,0,17,9.802574,71320000.0,7.1,668.0,2582910,609,3562,national lampoon's christmas vacation
9489,2.3185721238365495,0,17,10.237996,250821495.0,6.3,859.0,475377,1318,1325,you've got mail
16885,2.9317034246604865,0,17,2.21138,1214198.0,6.5,24.0,1919586,1587,1024,the general
76857,2.3326659482266505,0,17,0.8369110000000001,0.0,6.0,7.0,125806,485,1840,the theory of flight
8741,5.027770337140837,0,17,9.783966,98126565.0,7.2,793.0,2196591,1537,1464,the thin red line
9276,3.747918157745541,0,17,13.462253,40283321.0,6.2,500.0,8281751,2847,1050,the faculty
9822,1.697313007586512,0,17,6.939576,0.0,5.9,208.0,2730772,2884,1507,mighty joe young
39314,2.624177005894495,0,17,2.812461,0.0,6.7,25.0,7647826,4205,1507,mighty joe young
10312,1.9545187835471074,0,17,12.52181,202292902.0,7.0,863.0,3952656,1094,1015,patch adams
9441,3.101511457865959,0,17,7.17892,0.0,6.9,286.0,3831162,1194,742,stepmom
9422,2.7981348445347485,0,62,9.353499000000001,56702901.0,6.1,113.0,3353928,485,1239,a civil action
125582,1.4140932613790702,0,17,0.670559,0.0,6.4,5.0,66090,485,1531,down in the delta
24525,1.411794127618362,0,17,7.352492999999999,0.0,5.6,22.0,82184,1094,1091,hurlyburly
10368,3.562500623531207,0,17,3.094893,21001563.0,5.8,32.0,5946311,1392,1754,tea with mussolini
11365,3.4131728404083477,0,17,3.8957349999999997,0.0,6.7,62.0,22475398,1239,502,wilde
140897,2.6306151352904186,0,17,1.28977,0.0,6.0,2.0,7782415,2641,1285,outside ozona
31662,0.0,0,17,4.409590000000001,6330054.0,5.8,56.0,444223,485,1024,affliction
36136,2.188042241096898,0,17,2.58581,0.0,6.4,38.0,2332372,1819,2128,another day in paradise
1363,3.246268376324593,0,17,6.971267999999999,0.0,4.7,9.0,214686,2544,1519,the hi-lo country
46992,2.7271866215080647,0,17,6.387601999999999,0.0,6.5,23.0,2995932,998,1572,hilary and jackie
825,3.0893936434156366,0,17,3.010088,3970078.0,6.6,49.0,1680605,485,1508,playing by heart
22913,1.9247501793103645,0,17,0.47735600000000006,0.0,6.3,10.0,6521858,1803,1920,24 7: twenty four seven
15556,1.7267333881012008,0,17,7.638813000000001,0.0,5.9,49.0,1548714,1194,1277,at first sight
28902,3.3911940504565043,0,17,6.028168,0.0,5.4,45.0,1785136,1323,820,in dreams
14709,3.7901907555853462,0,17,9.162643,0.0,6.0,126.0,2414716,1803,1294,varsity blues
9423,2.9672207775337203,0,17,7.116536999999999,14010690.0,5.0,151.0,3242265,2688,538,virus
14443,2.3985367252002217,0,17,3.47192,0.0,3.0,20.0,933938,2997,2396,the garbage pail kids movie
10658,2.797126295273089,0,17,10.722672,37962774.0,5.1,227.0,2346683,2781,1390,howard the duck
6917,4.754917498339315,0,17,4.742709,0.0,5.9,107.0,2154063,1362,707,the gate
40729,2.6123654630909847,0,17,1.214091,0.0,5.3,16.0,9732631,636,2158,the gate ii: trespassers
24086,0.0,0,17,3.791972,7177431.0,6.0,36.0,294570,3267,1820,the boy who could fly
11815,2.4290169209700094,0,17,8.407369000000001,3000000.0,6.9,129.0,314359,2567,621,the fly
9426,3.4042258954740308,0,17,13.534589000000002,60629159.0,7.1,1038.0,2460154,2082,621,the fly
10344,2.395972607854095,0,17,9.207436,38903179.0,5.2,159.0,3267615,2920,799,the fly ii
15698,4.92391200122481,0,17,4.8194669999999995,0.0,6.4,58.0,2105915,2549,1364,running scared
2620,2.6039840286695086,0,17,5.037671,15945534.0,5.3,46.0,2165731,1711,1797,armed and dangerous
30497,4.3922138813425,0,17,15.526413,30859000.0,7.1,617.0,10002775,636,2532,the texas chain saw massacre
16337,2.218190787260079,0,17,9.501011,8025872.0,5.8,142.0,2075571,636,2614,the texas chainsaw massacre 2
25018,1.6543001292925628,0,17,5.7990699999999995,5765562.0,5.1,75.0,1491612,1474,3660,leatherface: texas chainsaw massacre iii
16780,3.779888794670682,0,17,6.854576,185898.0,3.9,96.0,41297298,2083,4105,texas chainsaw massacre: the next generation
12151,2.4165949946412315,0,17,7.427491000000001,71624879.0,6.7,104.0,2223711,609,1504,ruthless people
25438,2.3844336305822686,0,17,2.612214,6797218.0,5.6,40.0,16728325,1149,1311,trick or treat
33278,3.6519235988447334,0,17,5.012318,8988731.0,5.9,57.0,2530330,2082,1228,deadly friend
274253,1.0,0,17,0.063442,1.0,5.0,1.0,2805467,1948,1802,belizaire the cajun
192,4.506555132691828,0,17,11.469750999999999,77200000.0,7.2,739.0,18447587,2088,1746,the name of the rose
10945,2.6967084710239586,0,17,4.477284,0.0,5.9,86.0,1498679,2156,1602,jumpin' jack flash
10013,2.2175015192681022,0,17,7.471655,41382841.0,5.9,138.0,585555,2529,1912,peggy sue got married
9671,4.174526038314183,0,17,7.791212,328203506.0,6.3,512.0,1603079,1551,1546,crocodile dundee
9396,2.5694824637966063,0,17,8.948564999999999,239606210.0,5.5,310.0,1634227,1551,1724,crocodile dundee ii
11038,1.7304269388293463,0,17,2.86084,0.0,5.7,41.0,3135803,1105,976,tough guys
12278,2.9592265855492315,0,17,3.589199,0.0,5.4,42.0,127293,609,736,soul man
11873,2.1985924586811914,0,17,11.613655,52293982.0,6.7,297.0,40121677,485,1630,the color of money
18588,3.4593178996066825,0,17,15.921964000000001,5186646.0,5.8,23.0,3420937,1819,769,52 pick-up
10015,2.6103987240748037,0,17,7.390012,42724017.0,6.5,270.0,19872103,1998,1541,heartbreak ridge
12715,5.518439837374897,0,17,3.1508990000000003,11949484.0,5.0,48.0,3697011,2157,1037,firewalker
8388,3.2060814648421623,0,17,6.377624,0.0,6.3,287.0,1074292,1353,1339,¡three amigos!
45712,2.2112286544395485,0,17,1.807605,0.0,5.5,13.0,421255,2425,607,gloria
6187,3.483492276279171,0,24,1.018341,0.0,4.7,5.0,401629,485,1137,dry cleaning
8129,2.8836198828484294,0,17,1.878973,0.0,7.1,29.0,1412323,1194,1154,my name is joe
1618,2.7881565828535093,0,17,11.089962,0.0,7.1,35.0,2104704,1122,1074,still crazy
10722,4.467158254055865,0,19,5.759423,4367497.0,6.9,106.0,24517203,2347,1733,the day of the beast
296543,0.0,0,17,0.036470999999999996,0.0,5.0,1.0,0,0,1080,tinseltown
10314,5.561680577115143,0,17,7.0649820000000005,103166989.0,5.7,425.0,993273,1318,1189,she's all that
125548,2.3287183909440063,0,17,1.403627,0.0,2.0,1.0,4021459,1318,1416,the 24 hour woman
47139,0.0,0,17,0.137676,13674.0,6.0,3.0,6536860,2053,2772,"blood, guts, bullets and octane"
11167,2.2139899883990792,0,17,7.2295869999999995,83957.0,7.6,148.0,4510949,1474,1049,peeping tom
170187,1.4140932613790702,0,17,0.12732000000000002,0.0,0.0,0.0,1084244,0,1058,spanish fly
2112,2.207027057327214,0,17,9.112008,161626121.0,6.7,557.0,310885,2425,700,payback
16172,2.7593363896582828,0,17,6.053045,4398989.0,5.5,52.0,3282666,609,1936,simply irresistible
111794,2.2168249894681447,0,17,0.759793,0.0,3.7,3.0,2989389,1318,628,20 dates
9524,2.606146258255677,0,15,0.799079,0.0,6.7,13.0,113805,998,1897,comedian harmonists
20595,2.581208347185525,0,17,1.380947,0.0,7.7,10.0,2812725,2700,1159,the last days
16306,3.0472205521500992,0,24,6.305008,0.0,7.6,140.0,24680078,3100,1570,fantastic planet
11622,2.2248724387764263,0,17,8.355977000000001,40263020.0,6.3,247.0,5255042,1318,1764,blast from the past
10207,2.335473300601077,0,17,5.101392,118880016.0,5.9,198.0,6873731,1194,1736,message in a bottle
9849,2.592187492207251,0,17,12.651019999999999,36850101.0,5.1,81.0,60580,3150,1811,my favorite martian
82865,1.4140932613790702,0,17,0.054591999999999995,0.0,8.0,1.0,11806,609,1056,"god said, 'ha!'"
18892,6.250166459509186,0,17,7.4347970000000005,3076820.0,5.9,93.0,1416470,609,1023,jawbreaker
13466,4.307018896518532,0,17,6.652528,0.0,7.4,259.0,2707543,1095,1062,october sky
1542,3.7739404341223954,0,17,12.329066000000001,12827813.0,7.4,1068.0,13297133,1105,1113,office space
43978,1.5777396768691259,0,22,0.561987,0.0,7.3,14.0,9451640,485,820,the apple
15256,2.9685138259811756,0,17,3.227046,6852450.0,6.1,44.0,180860,1803,1214,200 cigarettes
8224,2.9324021730195042,0,17,7.473717999999999,96618699.0,6.1,479.0,325851,2099,211,8mm
18417,1.0,0,17,3.8164910000000005,0.0,6.0,35.0,565507,1803,1502,the other sister
12479,2.6055091701135167,0,17,2.421573,0.0,5.2,28.0,188573,609,2123,breakfast of champions
15031,0.0,0,17,0.167229,0.0,5.2,3.0,77732,609,922,the breaks
15209,4.838482439657119,0,17,4.515523,9090.0,6.0,11.0,2176898,1803,1488,eight days a week
26425,3.0706180648494943,0,17,1.1657520000000001,0.0,5.8,8.0,10846605,1318,1420,just the ticket
1847,3.8113888167884333,0,17,7.2040169999999994,0.0,7.3,112.0,1371796,2584,1467,the long goodbye
42113,1.411794127618362,0,36,1.9258389999999999,0.0,7.1,32.0,1785591,485,1985,the ballad of narayama
8913,4.560877493898737,0,17,8.365761000000001,57469467.0,6.4,417.0,5069326,1121,1168,pet sematary
10906,2.8189540999721245,0,17,6.8234449999999995,17092453.0,5.0,107.0,1310428,636,1346,pet sematary ii
25748,2.1899563123176606,0,17,8.357875,6980986.0,4.5,50.0,4061244,636,3858,children of the corn ii: the final sacrifice
25749,4.652474392317584,0,17,4.411511,0.0,4.7,50.0,4586466,1474,3452,children of the corn iii: urban harvest
8769,3.239964487749505,0,17,7.106757000000001,21200000.0,6.5,392.0,780151,636,938,christine
14742,1.8641357836531072,0,17,4.535207,21095683.0,5.9,46.0,5294798,609,1049,night shift
15856,3.093678899615949,0,17,5.738218,0.0,6.9,102.0,557222,1959,1940,house on haunted hill
10671,4.457678442402006,0,17,7.873017999999999,100489151.0,6.2,89.0,15887554,1929,738,airport
27932,5.826012529745862,0,17,8.480501,47000000.0,5.5,79.0,2064464,2871,984,airport 1975
7227,4.7518114049627584,0,17,9.394776,30000000.0,5.8,69.0,1173241,2871,919,airport '77
10670,3.481117139728292,0,17,3.494417,0.0,5.4,33.0,4255257,1444,1378,rollercoaster
5919,3.683364003739908,0,17,7.469056,116000000.0,7.1,230.0,20616259,1444,1922,the towering inferno
33518,3.6696721327856467,0,17,5.500439,0.0,5.6,63.0,4577665,2920,928,alligator
40160,1.630101128397516,0,17,4.695793,0.0,5.1,37.0,4011537,2890,621,meteor
2362,3.674984999830868,0,17,6.529052,0.0,6.7,345.0,12878405,5697,972,westworld
10803,4.217394720696648,0,17,6.842274000000001,25000000.0,6.6,272.0,3605127,3703,993,logan's run
871,3.774235119235425,0,17,17.784978,33395426.0,7.5,958.0,11547699,3479,1636,planet of the apes
1685,2.6237674028134803,0,17,12.325947,18999718.0,6.2,370.0,5120451,3153,2716,beneath the planet of the apes
1705,1.7132265241547575,0,17,11.644764,8844595.0,5.5,220.0,1061876,2052,2984,battle for the planet of the apes
1688,2.6062122209268535,0,17,12.843375,9700000.0,6.1,243.0,11577482,2052,3116,conquest of the planet of the apes
1687,2.950557502784329,0,17,12.120267,12348905.0,6.3,270.0,1333002,2052,3082,escape from the planet of the apes
166680,4.53764191281728,0,17,1.192297,0.0,3.2,10.0,9290896,2033,900,avalanche
11123,4.389846149599878,0,17,6.657792,79666653.0,5.6,76.0,2215490,1929,1036,earthquake
29723,5.360116971779075,0,17,3.514331,13015688.0,4.7,45.0,410530,1929,2225,the concorde... airport '79
31638,1.3868504792363394,0,17,3.2767630000000003,0.0,5.3,28.0,1733069,2033,2802,beyond the poseidon adventure
113286,0.0,0,17,0.042361,0.0,7.0,1.0,0,1163,1325,the dancemaker
9535,2.4252635559813926,0,17,7.634017,176885658.0,6.4,512.0,7282919,1105,1165,analyze this
9455,3.080013934187503,0,17,9.208831,15156200.0,6.1,60.0,818353,2705,1298,the corruptor
796,4.8041457261474365,0,17,8.181065,75902208.0,6.6,848.0,3153045,2032,1607,cruel intentions
100,4.631267348518665,0,17,4.60786,3897569.0,7.5,1671.0,3775455,1105,3178,"lock, stock and two smoking barrels"
47501,0.0,0,17,5.204937,0.0,6.1,6.0,992152,609,1680,six ways to sunday
77936,2.767149312999783,0,24,1.085907,0.0,5.7,7.0,1961258,1959,1713,the school of flesh
84586,1.9668431865376144,0,17,0.40732199999999996,0.0,3.7,3.0,2682811,609,1812,relax... it's just sex
30943,1.723373954379475,0,17,5.784680000000001,28121100.0,6.0,58.0,951733,1250,2131,the deep end of the ocean
107946,0.0,0,17,0.00118,0.0,0.0,0.0,541752,485,734,harvest
7341,4.419589303946124,0,17,4.766591,17762705.0,5.1,79.0,4081591,2920,1475,the rage: carrie 2
10350,2.716414645337919,0,17,5.924059,0.0,4.0,75.0,1024803,2052,1356,wing commander
11772,2.6388470143132983,0,17,10.461285,0.0,7.2,153.0,1681681,2239,1152,the haunting
9540,4.883030744260532,0,17,5.532019999999999,8038508.0,7.0,176.0,6807240,1959,1129,dead ringers
31503,1.958787002523721,0,17,2.183504,3335984.0,5.4,22.0,400355,1318,1716,my boyfriend's back
11773,4.488258522711367,0,17,6.39955,0.0,7.1,92.0,623633,2082,1924,village of the damned
30202,1.4101154057743779,0,17,2.416299,0.0,5.9,24.0,2043007,2284,2025,children of the damned
22345,1.9686395336528528,0,17,7.707344,36450736.0,3.3,75.0,1474676,2665,1250,baby geniuses
53685,0.0,0,17,0.376634,0.0,1.5,2.0,3088670,1803,1069,telling you
1567,3.2356886554043944,0,24,6.138782,0.0,7.5,99.0,146413,1323,1139,i stand alone
1641,3.0678023628106956,0,17,7.906035,93888180.0,5.1,141.0,19493226,1318,1511,forces of nature
47288,2.14596635801121,0,17,1.466461,12000000.0,5.0,23.0,2297262,2023,1159,the king and i
10212,5.0115097101087525,0,17,5.486644999999999,0.0,6.8,144.0,335327,2827,852,ravenous
10354,2.951884873515308,0,17,11.600645,0.0,6.3,146.0,6498599,981,945,true crime
11526,2.984292221789275,0,15,0.531412,0.0,5.4,10.0,1380065,1805,710,bandits
8583,2.4307122002051273,0,17,4.79927,0.0,6.9,59.0,1930256,1194,1587,dangerous beauty
123728,0.0,0,17,0.041825,0.0,6.0,1.0,0,485,1516,the empty mirror
16520,5.790577951611873,0,17,7.630723,21300000.0,7.3,103.0,519968,1707,1159,the king and i
16508,3.254767124457345,0,17,2.924948,0.0,5.4,22.0,2674891,2147,1410,doug's 1st movie
11374,2.084079600861065,0,17,7.489389999999999,0.0,5.7,168.0,16489866,609,404,edtv
16379,2.409128612395665,0,17,3.8265029999999998,13260050.0,4.1,37.0,145227,2209,1152,the mod squad
125123,1.6457386174308186,0,17,0.381749,0.0,4.5,2.0,2567681,1318,1145,among giants
28029,1.7096260707648192,0,17,7.703645,0.0,6.2,21.0,9102696,1194,1544,a walk on the moon
603,4.776904612267987,0,17,33.366332,463517383.0,7.9,9079.0,19159030,2052,951,the matrix
4951,4.464693288458203,0,17,12.069966,53478166.0,7.3,1768.0,34712996,1803,2162,10 things i hate about you
65749,1.9132115119748154,0,19,0.596717,0.0,6.8,6.0,3027263,1908,506,tango
8970,1.902894447070924,0,17,9.019881,29000000.0,5.1,46.0,1019194,609,1691,the out-of-towners
9840,2.937009668993009,0,24,0.417705,0.0,6.9,18.0,330243,1199,2106,the dreamlife of angels
186705,1.4140932613790702,0,24,0.227517,0.0,6.0,1.0,1170001,0,845,"love, etc."
30950,2.3900414102358774,0,17,0.5035029999999999,0.0,6.1,8.0,137905,1094,935,metroland
70687,2.349788566540609,0,17,0.623073,0.0,4.8,3.0,5158949,1931,2379,the sticky fingers of time
11660,3.231479156190608,0,17,5.283661,48482.0,7.2,363.0,12987006,1819,946,following
9430,3.2409686989579423,0,17,8.344282000000002,28451622.0,7.0,198.0,1601552,1943,183,go
11355,4.050547419856074,0,17,7.2576789999999995,84565230.0,5.8,378.0,4893664,1803,1566,never been kissed
18764,2.962481953447215,0,11,10.222076,8359717.0,6.2,72.0,3901954,1215,1169,twin dragons
9465,2.7343680294193566,0,17,3.3806839999999996,10920544.0,6.2,35.0,3038565,1932,1528,cookie's fortune
27455,1.946826080433834,0,17,0.43182200000000004,6033999.0,6.3,3.0,1890118,1094,725,foolish
1414,4.138205090456758,0,19,2.995334,0.0,7.1,54.0,255337,1959,2490,lovers of the arctic circle
49981,3.951313512004093,0,17,8.661415,0.0,5.8,11.0,3515614,2708,1266,goodbye lover
6522,2.411950475283389,0,17,7.5794440000000005,73345029.0,6.4,179.0,1981127,1105,385,life
114719,0.0,0,17,1.53188,94633.0,5.5,6.0,2846495,1803,1453,friends & lovers
10209,2.8998304376971853,0,17,2.402484,0.0,6.2,23.0,5151894,1194,1272,hideous kinky
25512,1.9363481381326957,0,24,0.38359,13936.0,4.5,3.0,143320,485,2372,jeanne and the perfect guy
143299,0.0,0,17,0.5059640000000001,0.0,6.0,1.0,127357,0,1277,the joyriders
22826,0.0,0,34,4.7000839999999995,0.0,6.8,126.0,4018405,609,1066,the monster
1902,4.296255541914379,0,19,8.842959,368234.0,7.4,211.0,1433015,1323,1304,open your eyes
445590,0.0,0,60,0.001187,0.0,0.0,0.0,10365971,2929,1268,photographer
6396,3.3588320305115693,0,17,4.370812,299200.0,7.3,93.0,2645660,2812,673,slc punk
39964,1.9868854008759753,0,17,1.3370959999999998,100.0,4.9,26.0,2193060,1318,1029,lost & found
12596,2.2036174991572164,0,17,7.073467,0.0,5.7,117.0,91830,1094,1066,pushing tin
9451,4.567320502062103,0,17,7.174396000000001,0.0,6.7,275.0,2526246,609,820,election
1946,2.977135723952027,0,17,11.446138000000001,2856712.0,6.7,487.0,294042,3526,827,existenz
89522,0.0,0,17,0.353206,0.0,5.0,2.0,188186,0,1735,a little bit of soul
42230,1.0,0,87,1.867807,0.0,4.8,12.0,10791687,2778,1902,the mighty peking man
139445,0.0,0,17,0.18753699999999998,0.0,7.0,1.0,2993671,1199,323,nô
